accession,message,sample_name,sample_title,bioproject_accession,organism,isolate,geographic_location,collection_date,depth,env_broad_scale,env_local_scale,env_medium,geo_loc_me,isolation_source,lat_lon,chlorophyll,collection_method,conduc,diss_oxygen,nitrate,nitrite,ph,samp_collect_device,samp_store_temp,silicate,size_frac,soluble_react_phosp,source_material_id,sulfate,sulfide,suspend_part_matter,temp,tidal_stage,tot_depth_water_col,tot_diss_nitro,tot_nitro,tot_phosp,turbidity,water_current,description,completeness(%),contamition_(%),strain_heterogeneity_(%),size_(mbp),no._of_contigs,gc_content_(%),n50,file,derived_from
SAMN41712238,Successfully loaded,Chakrabartia sp._NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Chakrabartia sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),95.43,0.9,60,2.478021,37,61.1,85948,samp_4450_metadecoder_1199,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712239,Successfully loaded,Hydrogenophaga sp._NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Hydrogenophaga sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),82.4,2.38,45.45,2.091156,129,66.3,19019,samp_4450_metadecoder_1216,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712240,Successfully loaded,Limnohabitans_A sp._NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Limnohabitans,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),75.21,4.87,34.62,2.212589,172,66.9,16133,samp_4450_semibin_100,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712241,Successfully loaded,MWH-TA3 sp._NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,MWH-TA3 sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),88.09,4.16,55,1.322122,121,60.8,15560,samp_4450_semibin_104,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712242,Successfully loaded,UBA955 bacterium_NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,UBA955 bacterium,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),87.5,1.4,66.67,2.707099,375,39.3,8805,samp_4450_semibin_108,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712243,Successfully loaded,Rhodoluna sp._NR_1_12. Nyando River_2023_3,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Rhodolu sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),75.24,3.22,0,0.948964,165,49.9,6982,samp_4450_semibin_156,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712244,Successfully loaded,Sphingobacteriaceae bacterium_NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Sphingobacteriaceae bacterium,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),90.33,1.46,55.56,1.944651,164,41.4,19151,samp_4450_semibin_23,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712245,Successfully loaded,Novosphingobium sp._NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Novosphingobium sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),85.18,2.33,69.23,2.076927,188,64.1,14869,samp_4450_semibin_51,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712246,Successfully loaded,MWH-TA3 sp._NR_1_12. Nyando River_2023_1,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,MWH-TA3 sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),94.74,7.81,47.83,1.427122,83,60.6,33930,samp_4450_semibin_60,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712247,Successfully loaded,UBA955 sp016868785_NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,UBA955 sp016868785,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),84.19,6.32,94.12,2.033113,322,47.3,7464,samp_4450_semibin_61,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712248,Successfully loaded,Limnohabitans_A sp._NR_1_12. Nyando River_2023_1,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Limnohabitans,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),75.22,11.58,46.03,2.458607,386,63.8,7620,samp_4450_semibin_74,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712249,Successfully loaded,Polynucleobacter victoriensis_NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Polynucleobacter victoriensis,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),80.49,12.25,83.33,1.444401,462,43.1,4357,samp_4450_VAMB_281,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712250,Successfully loaded,TMED14 sp016868755_NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,TMED14 sp016868755,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),90.04,8.5,84.62,1.878123,285,60.1,10792,samp_4450_VAMB_292,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712251,Successfully loaded,Sphingobacteriaceae bacterium_NR_1_12. Nyando River_2023_1,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Sphingobacteriaceae bacterium,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),90.87,3.1,85.71,1.601081,138,40.8,14869,samp_4450_VAMB_327,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712252,Successfully loaded,UBA952 sp._NR_1_12. Nyando River_2023_2,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,UBA952 sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),93.15,2.16,80,2.043481,40,41.7,65422,samp_4450_VAMB_334,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712253,Successfully loaded,Allopseudarcicella sp._NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Allopseudarcicella sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),79.55,2.42,50,2.266482,137,35.5,22016,samp_4450_VAMB_344,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712254,Successfully loaded,Acinetobacter sp003987695_SRB_1_13. Sondu River Bride_2023,SRB_1_samp_4451_13. Sondu River Bride_2023,PRJNA1119566,Acinetobacter sp003987695,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.3973_35.01796,,Shore sampling,,,1210 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,10.745(ug/L),,,,,,,,1410(ug/L),1375 (ug/L),43.45 (ug/L),,,Sondu River Bridge on Kisii-Kisumu Rd near Sondu Town (SRB1),88.15,3.03,66.67,2.154664,663,39.4,4059,samp_4451_concoct_216,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659711  (SRA SUB14491329)
SAMN41712255,Successfully loaded,Rhodoferax sp._SRB_1_13. Sondu River Bride_2023,SRB_1_samp_4451_13. Sondu River Bride_2023,PRJNA1119566,Rhodoferax sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.3973_35.01796,,Shore sampling,,,1210 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,10.745(ug/L),,,,,,,,1410(ug/L),1375 (ug/L),43.45 (ug/L),,,Sondu River Bridge on Kisii-Kisumu Rd near Sondu Town (SRB1),87.62,18.16,31.87,3.619117,559,59.8,8967,samp_4451_concoct_231,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659711  (SRA SUB14491329)
SAMN41712256,Successfully loaded,Rhodoluna sp._SRB_1_13. Sondu River Bride_2023,SRB_1_samp_4451_13. Sondu River Bride_2023,PRJNA1119566,Rhodolu sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.3973_35.01796,,Shore sampling,,,1210 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,10.745(ug/L),,,,,,,,1410(ug/L),1375 (ug/L),43.45 (ug/L),,,Sondu River Bridge on Kisii-Kisumu Rd near Sondu Town (SRB1),86.68,11.46,26.83,1.464863,308,54.7,5510,samp_4451_maxbin_199,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659711  (SRA SUB14491329)
SAMN41712257,Successfully loaded,Flavobacterium sp._SRB_1_13. Sondu River Bride_2023,SRB_1_samp_4451_13. Sondu River Bride_2023,PRJNA1119566,Flavobacterium sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.3973_35.01796,,Shore sampling,,,1210 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,10.745(ug/L),,,,,,,,1410(ug/L),1375 (ug/L),43.45 (ug/L),,,Sondu River Bridge on Kisii-Kisumu Rd near Sondu Town (SRB1),94.51,1.98,37.5,2.180091,77,33.5,44873,samp_4451_maxbin_201,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659711  (SRA SUB14491329)
SAMN41712258,Successfully loaded,Rhodoluna sp._SRB_1_13. Sondu River Bride_2023_1,SRB_1_samp_4451_13. Sondu River Bride_2023,PRJNA1119566,Rhodolu sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.3973_35.01796,,Shore sampling,,,1210 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,10.745(ug/L),,,,,,,,1410(ug/L),1375 (ug/L),43.45 (ug/L),,,Sondu River Bridge on Kisii-Kisumu Rd near Sondu Town (SRB1),82.55,2.94,33.33,1.39272,216,60.1,8021,samp_4451_metabat2_37,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659711  (SRA SUB14491329)
SAMN41712259,Successfully loaded,Rhodoluna sp._SRB_1_13. Sondu River Bride_2023_2,SRB_1_samp_4451_13. Sondu River Bride_2023,PRJNA1119566,Rhodolu sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.3973_35.01796,,Shore sampling,,,1210 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,10.745(ug/L),,,,,,,,1410(ug/L),1375 (ug/L),43.45 (ug/L),,,Sondu River Bridge on Kisii-Kisumu Rd near Sondu Town (SRB1),84.68,2.92,71.43,1.266905,166,55.5,10378,samp_4451_metabat2_46,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659711  (SRA SUB14491329)
SAMN41712260,Successfully loaded,Limnohabitans_A sp._SRB_1_13. Sondu River Bride_2023,SRB_1_samp_4451_13. Sondu River Bride_2023,PRJNA1119566,Limnohabitans,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.3973_35.01796,,Shore sampling,,,1210 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,10.745(ug/L),,,,,,,,1410(ug/L),1375 (ug/L),43.45 (ug/L),,,Sondu River Bridge on Kisii-Kisumu Rd near Sondu Town (SRB1),75.87,8.78,54.84,2.646158,464,60.4,7396,samp_4451_metabat2_7,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659711  (SRA SUB14491329)
SAMN41712261,Successfully loaded,Aquirufa sp._SRB_1_13. Sondu River Bride_2023,SRB_1_samp_4451_13. Sondu River Bride_2023,PRJNA1119566,Aquirufa sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.3973_35.01796,,Shore sampling,,,1210 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,10.745(ug/L),,,,,,,,1410(ug/L),1375 (ug/L),43.45 (ug/L),,,Sondu River Bridge on Kisii-Kisumu Rd near Sondu Town (SRB1),75.92,1.72,100,2.28096,323,43,8210,samp_4451_semibin_100,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659711  (SRA SUB14491329)
SAMN41712262,Successfully loaded,CAINEC01 sp._SRB_1_13. Sondu River Bride_2023,SRB_1_samp_4451_13. Sondu River Bride_2023,PRJNA1119566,CAINEC01 sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.3973_35.01796,,Shore sampling,,,1210 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,10.745(ug/L),,,,,,,,1410(ug/L),1375 (ug/L),43.45 (ug/L),,,Sondu River Bridge on Kisii-Kisumu Rd near Sondu Town (SRB1),95.37,4.43,58.82,2.844597,266,36,16687,samp_4451_semibin_111,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659711  (SRA SUB14491329)
SAMN41712263,Successfully loaded,Planktophila sp._SRB_1_13. Sondu River Bride_2023,SRB_1_samp_4451_13. Sondu River Bride_2023,PRJNA1119566,Planktophila sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.3973_35.01796,,Shore sampling,,,1210 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,10.745(ug/L),,,,,,,,1410(ug/L),1375 (ug/L),43.45 (ug/L),,,Sondu River Bridge on Kisii-Kisumu Rd near Sondu Town (SRB1),82.06,3.42,71.43,1.247917,136,48.7,11708,samp_4451_semibin_119,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659711  (SRA SUB14491329)
SAMN41712264,Successfully loaded,Aquirufa sp._SRB_1_13. Sondu River Bride_2023_1,SRB_1_samp_4451_13. Sondu River Bride_2023,PRJNA1119566,Aquirufa sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.3973_35.01796,,Shore sampling,,,1210 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,10.745(ug/L),,,,,,,,1410(ug/L),1375 (ug/L),43.45 (ug/L),,,Sondu River Bridge on Kisii-Kisumu Rd near Sondu Town (SRB1),78.22,2.3,81.82,2.041887,321,43,7492,samp_4451_semibin_121,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659711  (SRA SUB14491329)
SAMN41712265,Successfully loaded,CAIWHF01 sp._SRB_1_13. Sondu River Bride_2023,SRB_1_samp_4451_13. Sondu River Bride_2023,PRJNA1119566,CAIWHF01 sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.3973_35.01796,,Shore sampling,,,1210 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,10.745(ug/L),,,,,,,,1410(ug/L),1375 (ug/L),43.45 (ug/L),,,Sondu River Bridge on Kisii-Kisumu Rd near Sondu Town (SRB1),88.7,1.99,50,1.893296,261,36.1,8862,samp_4451_semibin_122,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659711  (SRA SUB14491329)
SAMN41712266,Successfully loaded,UBA952 sp._SRB_1_13. Sondu River Bride_2023,SRB_1_samp_4451_13. Sondu River Bride_2023,PRJNA1119566,UBA952 sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.3973_35.01796,,Shore sampling,,,1210 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,10.745(ug/L),,,,,,,,1410(ug/L),1375 (ug/L),43.45 (ug/L),,,Sondu River Bridge on Kisii-Kisumu Rd near Sondu Town (SRB1),96.56,1.89,50,2.444289,129,38.6,30334,samp_4451_semibin_76,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659711  (SRA SUB14491329)
SAMN41712267,Successfully loaded,Polynucleobacter victoriensis_SRB_1_13. Sondu River Bride_2023,SRB_1_samp_4451_13. Sondu River Bride_2023,PRJNA1119566,Polynucleobacter victoriensis,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.3973_35.01796,,Shore sampling,,,1210 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,10.745(ug/L),,,,,,,,1410(ug/L),1375 (ug/L),43.45 (ug/L),,,Sondu River Bridge on Kisii-Kisumu Rd near Sondu Town (SRB1),78.29,24.71,61.54,1.411214,2034,43.4,777,samp_4451_VAMB_325,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659711  (SRA SUB14491329)
SAMN41712268,Successfully loaded,Aquirufa sp._SRB_1_13. Sondu River Bride_2023_2,SRB_1_samp_4451_13. Sondu River Bride_2023,PRJNA1119566,Aquirufa sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.3973_35.01796,,Shore sampling,,,1210 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,10.745(ug/L),,,,,,,,1410(ug/L),1375 (ug/L),43.45 (ug/L),,,Sondu River Bridge on Kisii-Kisumu Rd near Sondu Town (SRB1),75.8,24.04,47.29,2.55789,1129,42.2,3463,samp_4451_VAMB_467,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659711  (SRA SUB14491329)
SAMN41712269,Successfully loaded,Bdellovibrio sp._SRS_1_14. Sondu River Shore_2023,SRS_1_samp_4452_14. Sondu River Shore_2023,PRJNA1119566,Bdellovibrio sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.3478_34.79111,,Shore sampling,,,1019.5 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,10.76(ug/L),,,,,,,,1840(ug/L),1405 (ug/L),39.55 (ug/L),,,Sondu Miriu Shore sample 2 (SRB2),94.59,0.3,0,3.77326,313,45.1,20888,samp_4452_concoct_254,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659712  (SRA SUB14491329)
SAMN41712270,Successfully loaded,Aquirufa sp._SRS_1_14. Sondu River Shore_2023,SRS_1_samp_4452_14. Sondu River Shore_2023,PRJNA1119566,Aquirufa sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.3478_34.79111,,Shore sampling,,,1019.5 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,10.76(ug/L),,,,,,,,1840(ug/L),1405 (ug/L),39.55 (ug/L),,,Sondu Miriu Shore sample 2 (SRB2),76.4,11.97,54.69,2.202149,1092,43.3,2124,samp_4452_concoct_256,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659712  (SRA SUB14491329)
