"","MAG","SampleID","Site","Domain_GTDB","Phylum_GTDB","Class_GTDB","Order_GTDB","Family_GTDB","Genus_GTDB","Species_GTDB","Completeness....","Contamination....","Strain.Heterogeneity....","Size..Mbp.","No..Of.Contigs","GC.Content....","N50","NCBI_Sample_Name","Domain_NCBI","Phylum_NCBI","Class_NCBI","Order_NCBI","Family_NCBI","Genus_NCBI","Species_NCBI","NCBI_Organism","BioProject","accession","year"
"645","samp_4448_concoct_1947","samp_4448","30. Rosinga Channel","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","SM1A02","QWPT01","",83.35,5.23,44.44,3.360364,1042,65,3879,"QWPT01 sp._LV_39_30. Rosinga Channel_2023","Bacteria",NA,NA,NA,NA,NA,NA,"Unknown NA","PRJNA1119566","SAMN41712142",2023
"646","samp_4448_concoct_1948","samp_4448","30. Rosinga Channel","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Cyanobium","",77.15,6.1,35.29,2.408626,945,68.9,2978,"Cyanobium sp._LV_39_30. Rosinga Channel_2023_1","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae",NA,NA,"Synechococcaceae bacterium","PRJNA1119566","SAMN41712143",2023
"647","samp_4448_concoct_1981","samp_4448","30. Rosinga Channel","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","",81.53,10.19,70.59,1.543947,741,50.3,2239,"BACL27 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA,"Acidimicrobiaceae bacterium","PRJNA1119566","SAMN41712144",2023
"648","samp_4448_concoct_2005","samp_4448","30. Rosinga Channel","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","UBA3064","UBA3064 sp016868175",98.1,0.62,100,3.214351,284,64,16987,"UBA3064 sp016868175_LV_39_30. Rosinga Channel_2023","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria bacterium","PRJNA1119566","SAMN41712145",2023
"649","samp_4448_maxbin_504","samp_4448","30. Rosinga Channel","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Cyanobium","",79.34,22.86,64.75,2.77364,543,67.5,6096,"Cyanobium sp._LV_39_30. Rosinga Channel_2023_2","Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,"Cyanobacteriota bacterium","PRJNA1119566","SAMN41712146",2023
"650","samp_4448_metabat2_106","samp_4448","30. Rosinga Channel","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","UBA2093","",75.78,5.16,66.67,1.616978,381,67.3,4515,"UBA2093 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales",NA,NA,NA,"Acidimicrobiales bacterium","PRJNA1119566","SAMN41712147",2023
"651","samp_4448_metabat2_108","samp_4448","30. Rosinga Channel","Bacteria","Eisenbacteria","RBG-16-71-46","RBG-16-71-46","RBG-16-71-46","CADEFY01","",97.8,1.1,0,3.080222,188,72,27217,"CADEFY01 sp._LV_39_30. Rosinga Channel_2023","Bacteria",NA,NA,NA,NA,NA,NA,"Unknown NA","PRJNA1119566","SAMN41712148",2023
"652","samp_4448_metabat2_109","samp_4448","30. Rosinga Channel","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","QWPN01","",88.51,5.28,85.71,3.78037,491,70,10381,"QWPN01 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA,"Planctomycetaceae bacterium","PRJNA1119566","SAMN41712149",2023
"653","samp_4448_metabat2_116","samp_4448","30. Rosinga Channel","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","UBA953","UBA953","",77.09,6.86,33.33,2.1511,406,68.1,6441,"UBA953 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Verrucomicrobiota","Opitutae",NA,NA,NA,NA,"Opitutae bacterium","PRJNA1119566","SAMN41712150",2023
"654","samp_4448_metabat2_11","samp_4448","30. Rosinga Channel","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","","",86.99,2.99,0,2.601083,291,70.1,11913,"Ilumatobacteraceae bacterium_LV_39_30. Rosinga Channel_2023","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales",NA,NA,NA,"Acidimicrobiales bacterium","PRJNA1119566","SAMN41712151",2023
"655","samp_4448_metabat2_150","samp_4448","30. Rosinga Channel","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","NIES-981","",78.78,6.79,53.33,2.216183,439,68.7,5754,"NIES-981 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Cyanobium",NA,"Cyanobium sp.","PRJNA1119566","SAMN41712152",2023
"656","samp_4448_metabat2_169","samp_4448","30. Rosinga Channel","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","UA16","UBA4660","",79.29,2.85,75,2.406826,486,47.2,5552,"UBA4660 sp._LV_39_30. Rosinga Channel_2023_1","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales",NA,NA,NA,"Flavobacteriales bacterium","PRJNA1119566","SAMN41712153",2023
"657","samp_4448_metabat2_18","samp_4448","30. Rosinga Channel","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","SYFN01","SYFN01 sp016868055",75.11,4.57,64.71,1.934496,463,55.7,4586,"SYFN01 sp016868055_LV_39_30. Rosinga Channel_2023","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria bacterium","PRJNA1119566","SAMN41712154",2023
"658","samp_4448_metabat2_41","samp_4448","30. Rosinga Channel","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","2013-40CM-41-45","CAINVI01","",90.08,1.64,50,2.479342,373,50.2,8181,"CAINVI01 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41712155",2023
"659","samp_4448_metabat2_43","samp_4448","30. Rosinga Channel","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","SXYR01","SXYR01 sp016868895",94.31,0.27,50,2.12106,216,46.5,13353,"SXYR01 sp016868895_LV_39_30. Rosinga Channel_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41712156",2023
"660","samp_4448_metabat2_97","samp_4448","30. Rosinga Channel","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","PALSA-610","","",80.21,4.27,33.33,1.867804,469,71.7,4112,"PALSA-610 bacterium_LV_39_30. Rosinga Channel_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41712157",2023
"661","samp_4448_metabat2_98","samp_4448","30. Rosinga Channel","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA9464","UBA9464","UBA9464 sp016871805",81.24,2.78,33.33,3.470104,729,65.6,5475,"UBA9464 sp016871805_LV_39_30. Rosinga Channel_2023","Bacteria","Verrucomicrobiota",NA,NA,NA,NA,NA,"Verrucomicrobiota bacterium","PRJNA1119566","SAMN41712158",2023
"662","samp_4448_metadecoder_532","samp_4448","30. Rosinga Channel","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","IMCC26256","IMCC26256","",85.98,1.28,0,2.250903,140,72,20049,"IMCC26256 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Actinomycetota","Actinomycetes",NA,NA,NA,NA,"Actinomycetes bacterium","PRJNA1119566","SAMN41712159",2023
"663","samp_4448_metadecoder_569","samp_4448","30. Rosinga Channel","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","CAIQIA01","",91.44,3.26,53.85,2.212812,119,68.5,21840,"CAIQIA01 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,"Cyanobacteriota bacterium","PRJNA1119566","SAMN41712160",2023
"664","samp_4448_metadecoder_688","samp_4448","30. Rosinga Channel","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","QWOP01","QWOP01 sp903885855",88.51,0,0,4.085149,225,73.7,25008,"QWOP01 sp903885855_LV_39_30. Rosinga Channel_2023","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA,"Planctomycetaceae bacterium","PRJNA1119566","SAMN41712161",2023
"665","samp_4448_semibin_194","samp_4448","30. Rosinga Channel","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","Nodosilinea","",87.05,3.73,61.11,3.362696,400,57.3,10500,"Nodosilinea sp._LV_39_30. Rosinga Channel_2023","Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,"Cyanobacteriota bacterium","PRJNA1119566","SAMN41712162",2023
"666","samp_4448_semibin_213","samp_4448","30. Rosinga Channel","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Cyanobium","",95.79,3.97,38.89,2.622346,260,64.4,15223,"Cyanobium sp._LV_39_30. Rosinga Channel_2023_3","Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,"Cyanobacteriota bacterium","PRJNA1119566","SAMN41712163",2023
"667","samp_4448_semibin_214","samp_4448","30. Rosinga Channel","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","OLB10","","",87.52,2.22,42.86,2.340985,349,44.7,7854,"OLB10 bacterium_LV_39_30. Rosinga Channel_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41712164",2023
"668","samp_4448_semibin_243","samp_4448","30. Rosinga Channel","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Cyanobium","",77.88,2.67,83.33,1.974318,348,63.8,6231,"Cyanobium sp._LV_39_30. Rosinga Channel_2023_4","Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,"Cyanobacteriota bacterium","PRJNA1119566","SAMN41712165",2023
"669","samp_4448_semibin_288","samp_4448","30. Rosinga Channel","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","QWPN01","QWPN01 sp016872925",94.98,3.05,100,3.647964,297,70.4,21546,"QWPN01 sp016872925_LV_39_30. Rosinga Channel_2023","Bacteria","Planctomycetota",NA,NA,NA,NA,NA,"Planctomycetota bacterium","PRJNA1119566","SAMN41712166",2023
"670","samp_4448_semibin_300","samp_4448","30. Rosinga Channel","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","QWPN01","",89.55,0.42,75,3.863872,282,70.2,19901,"QWPN01 sp._LV_39_30. Rosinga Channel_2023_1","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA,"Planctomycetaceae bacterium","PRJNA1119566","SAMN41712167",2023
"671","samp_4448_semibin_301","samp_4448","30. Rosinga Channel","Bacteria","Chloroflexota","UBA2235","UBA12225","UBA12225","CAILQO01","CAILQO01 sp903836285",89.08,1.1,50,3.244598,406,66.6,10262,"CAILQO01 sp903836285_LV_39_30. Rosinga Channel_2023","Bacteria","Chloroflexota",NA,NA,NA,NA,NA,"Chloroflexota bacterium","PRJNA1119566","SAMN41712168",2023
"672","samp_4448_semibin_323","samp_4448","30. Rosinga Channel","Bacteria","Armatimonadota","Armatimonadia","Armatimonadales","Armatimonadaceae","CAIRTT01","",87.09,3.34,80,3.316001,385,53.1,11202,"CAIRTT01 sp._LV_39_30. Rosinga Channel_2023_1","Bacteria","Armatimonadota",NA,NA,NA,NA,NA,"Armatimonadota bacterium","PRJNA1119566","SAMN41712169",2023
"673","samp_4448_VAMB_1135","samp_4448","30. Rosinga Channel","Bacteria","Chloroflexota","Anaerolineae","Caldilineales","Caldilineaceae","Caldilinea","Caldilinea sp018969295",92.27,3.01,0,4.465422,1340,62.1,4529,"Caldilinea sp018969295_LV_39_30. Rosinga Channel_2023","Bacteria","Chloroflexota",NA,NA,NA,NA,NA,"Chloroflexota bacterium","PRJNA1119566","SAMN41712170",2023
"674","samp_4448_VAMB_735","samp_4448","30. Rosinga Channel","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","UBA961","UBA961","UBA961 sp009919265",81.9,7.18,27.78,2.12467,1240,38.8,2304,"UBA961 sp009919265_LV_39_30. Rosinga Channel_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41712171",2023
"675","samp_4448_VAMB_782","samp_4448","30. Rosinga Channel","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae_A","","",87.12,3.83,54.17,3.165428,1792,46.9,2146,"Microcystaceae_A bacterium_LV_39_30. Rosinga Channel_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Merismopediaceae",NA,NA,"Merismopediaceae bacterium","PRJNA1119566","SAMN41712172",2023
"676","samp_4448_VAMB_819","samp_4448","30. Rosinga Channel","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","SLCJ01","","",98.64,0.68,0,3.915367,129,59.6,53769,"SLCJ01 bacterium_LV_39_30. Rosinga Channel_2023","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales",NA,NA,NA,"Verrucomicrobiales bacterium","PRJNA1119566","SAMN41712173",2023
"677","samp_4448_VAMB_855","samp_4448","30. Rosinga Channel","Bacteria","Desulfobacterota_B","Binatia","UBA12015","UBA12015","REEB422","",86.49,5.83,18.18,4.02807,1603,72.3,3245,"REEB422 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,"Alphaproteobacteria bacterium","PRJNA1119566","SAMN41712174",2023
"678","samp_4448_VAMB_876","samp_4448","30. Rosinga Channel","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Cyanobium","",96.22,3.85,40,2.739465,152,68.1,26294,"Cyanobium sp._LV_39_30. Rosinga Channel_2023_5","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Synechococcus",NA,"Synechococcus sp.","PRJNA1119566","SAMN41712175",2023
"679","samp_4448_VAMB_901","samp_4448","30. Rosinga Channel","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","UBA953","UBA953","",84.55,13.92,63.33,2.076935,632,68.4,4164,"UBA953 sp._LV_39_30. Rosinga Channel_2023_1","Bacteria","Verrucomicrobiota",NA,NA,NA,NA,NA,"Verrucomicrobiota bacterium","PRJNA1119566","SAMN41712176",2023
"680","samp_4448_VAMB_910","samp_4448","30. Rosinga Channel","Bacteria","Myxococcota_A","","","","","",92.9,6.45,0,8.224709,382,59.5,35341,"Myxococcota_A bacterium_LV_39_30. Rosinga Channel_2023","Bacteria",NA,NA,NA,NA,NA,NA,"Unknown NA","PRJNA1119566","SAMN41712177",2023
"681","samp_4448_VAMB_913","samp_4448","30. Rosinga Channel","Bacteria","Bacteroidota","Bacteroidia","UBA7662","UBA7662","SYHX01","",76.06,8.76,74.07,1.582031,1013,51.7,1846,"SYHX01 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41712178",2023
"682","samp_4448_VAMB_936","samp_4448","30. Rosinga Channel","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","BJ22","",87.29,0.21,0,4.264245,1071,56.5,5445,"BJ22 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Planctomycetota",NA,NA,NA,NA,NA,"Planctomycetota bacterium","PRJNA1119566","SAMN41712179",2023
"683","samp_4449_concoct_1449","samp_4449","31. South Rosinga","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","M3007","",86.79,5.36,57.89,3.829618,1370,51,3425,"M3007 sp._LV_40_31. South Rosinga_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41712180",2023
"684","samp_4449_concoct_1454","samp_4449","31. South Rosinga","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","S36-B12","Mxb001","",79.28,4.56,41.67,2.347693,980,67.6,2751,"Mxb001 sp._LV_40_31. South Rosinga_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41712181",2023
"685","samp_4449_concoct_1460","samp_4449","31. South Rosinga","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","ELB16-189","",92.24,4.36,35.71,3.006538,926,52.8,3988,"ELB16-189 sp._LV_40_31. South Rosinga_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41712182",2023
"686","samp_4449_concoct_1472","samp_4449","31. South Rosinga","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","SXXK01","",97.75,0.23,66.67,7.578881,852,58.5,15111,"SXXK01 sp._LV_40_31. South Rosinga_2023","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA,"Planctomycetaceae bacterium","PRJNA1119566","SAMN41712183",2023
"687","samp_4449_concoct_1492","samp_4449","31. South Rosinga","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","REEB421","REEB421 sp016873225",91.23,22.19,78.79,5.501629,1805,62.1,3680,"REEB421 sp016873225_LV_40_31. South Rosinga_2023","Bacteria","Planctomycetota",NA,NA,NA,NA,NA,"Planctomycetota bacterium","PRJNA1119566","SAMN41712184",2023
"688","samp_4449_concoct_1510","samp_4449","31. South Rosinga","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","AcAMD-5","ATZT02","",76.18,5.48,70.59,1.257112,514,35.2,2758,"ATZT02 sp._LV_40_31. South Rosinga_2023","Bacteria","Actinomycetota","Actinomycetes",NA,NA,NA,NA,"Actinomycetes bacterium","PRJNA1119566","SAMN41712185",2023
"689","samp_4449_concoct_1512","samp_4449","31. South Rosinga","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","","",76.3,4.96,12.5,4.235909,1560,59.1,3071,"Gemmataceae bacterium_LV_40_31. South Rosinga_2023","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA,"Planctomycetia bacterium","PRJNA1119566","SAMN41712186",2023
"690","samp_4449_concoct_1521","samp_4449","31. South Rosinga","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","S36-B12","REEB426","",80.87,14.86,14.29,2.669907,1419,63.8,1933,"REEB426 sp._LV_40_31. South Rosinga_2023","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales",NA,NA,NA,"Actinomycetales bacterium","PRJNA1119566","SAMN41712187",2023
"691","samp_4449_concoct_1523","samp_4449","31. South Rosinga","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA7803","",76.02,5.15,21.05,2.865683,1348,66.2,2298,"UBA7803 sp._LV_40_31. South Rosinga_2023","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,"Gammaproteobacteria bacterium","PRJNA1119566","SAMN41712188",2023
"692","samp_4449_concoct_1544","samp_4449","31. South Rosinga","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","F1-20-MAGs119","",78.89,14.11,54.17,2.115158,1103,62.8,1986,"F1-20-MAGs119 sp._LV_40_31. South Rosinga_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41712189",2023
"693","samp_4449_concoct_1545","samp_4449","31. South Rosinga","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","UBA10511","UBA10511","",81.9,4.79,57.14,5.51395,2544,66.4,2370,"UBA10511 sp._LV_40_31. South Rosinga_2023","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA,"Planctomycetaceae bacterium","PRJNA1119566","SAMN41712190",2023
"694","samp_4449_concoct_1546","samp_4449","31. South Rosinga","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Fluviibacter","",81.18,7.31,72,1.329998,587,53.5,2584,"Fluviibacter sp._LV_40_31. South Rosinga_2023","Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Fluviibacteraceae","Fluviibacter",NA,"Fluviibacter sp.","PRJNA1119566","SAMN41712191",2023
"695","samp_4449_concoct_1548","samp_4449","31. South Rosinga","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA9464","","",88.18,6.45,8.33,4.572018,1526,70.5,3557,"UBA9464 bacterium_LV_40_31. South Rosinga_2023","Bacteria","Verrucomicrobiota",NA,NA,NA,NA,NA,"Verrucomicrobiota bacterium","PRJNA1119566","SAMN41712192",2023
"696","samp_4449_concoct_1561","samp_4449","31. South Rosinga","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","QWQI01","",94.17,11.11,72.73,5.103216,1860,53.7,3246,"QWQI01 sp._LV_40_31. South Rosinga_2023","Bacteria",NA,NA,NA,NA,NA,NA,"Unknown NA","PRJNA1119566","SAMN41712193",2023
"697","samp_4449_concoct_1573","samp_4449","31. South Rosinga","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","QWPN01","",76.23,1.72,50,3.338809,758,69.8,5794,"QWPN01 sp._LV_40_31. South Rosinga_2023","Bacteria","Planctomycetota",NA,NA,NA,NA,NA,"Planctomycetota bacterium","PRJNA1119566","SAMN41712194",2023
"698","samp_4449_concoct_1584","samp_4449","31. South Rosinga","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","UA16","UBA4660","",87.26,15.66,48.89,2.711559,1462,44.1,1912,"UBA4660 sp._LV_40_31. South Rosinga_2023","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales",NA,NA,NA,"Flavobacteriales bacterium","PRJNA1119566","SAMN41712195",2023
"699","samp_4449_concoct_1587","samp_4449","31. South Rosinga","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","BJGN01","",95.09,3.79,33.33,3.866784,1186,38.1,4340,"BJGN01 sp._LV_40_31. South Rosinga_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41712196",2023
"700","samp_4449_concoct_1626","samp_4449","31. South Rosinga","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","OLB10","","",84.24,2.3,15.38,2.215724,632,46.1,4470,"OLB10 bacterium_LV_40_31. South Rosinga_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41712197",2023
"701","samp_4449_concoct_1628","samp_4449","31. South Rosinga","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Microtrichaceae","CAJANQ01","",75.87,2.99,40,2.044028,724,67.1,3259,"CAJANQ01 sp._LV_40_31. South Rosinga_2023","Bacteria","Actinomycetota","Actinomycetes",NA,NA,NA,NA,"Actinomycetes bacterium","PRJNA1119566","SAMN41712198",2023
"702","samp_4449_concoct_1635","samp_4449","31. South Rosinga","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","F1-60-MAGs027","F1-60-MAGs027 sp016870295",89.5,23.56,77.78,2.4404,1036,61,2656,"F1-60-MAGs027 sp016870295_LV_40_31. South Rosinga_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41712199",2023
"703","samp_4449_concoct_1638","samp_4449","31. South Rosinga","Bacteria","Patescibacteria","Paceibacteria","UBA9983_A","UBA9973","JAGOSH01","",76.44,8.56,0,1.245095,211,41.3,8937,"JAGOSH01 sp._LV_40_31. South Rosinga_2023","Bacteria","Candidatus Pacebacteria",NA,NA,NA,NA,NA,"Candidatus Pacebacteria bacterium","PRJNA1119566","SAMN41712200",2023
